Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90
-1,38924E+16;-4,83436E+15;-4,15994E+15;4,49813E+15;7,71887E+15;1,56349E+16;2,20105E+16;2,5092E+16;2,40455E+16;1,91835E+16;1,18707E+16;4,13744E+15;-1,88851E+16;-4,57156E+15;-3,21427E+15;1,76247E+16;8,95131E+15;1,63606E+15;2,19706E+16;2,42869E+16;2,27389E+15;1,78158E+16;1,09108E+16;3,92237E+16;-1,27123E+16;-3,31805E+15;-1,74182E+16;2,95441E+16;9,45039E+15;1,59838E+15;2,08303E+16;2,27577E+16;2,13339E+16;1,70146E+16;1,09959E+16;4,88013E+15;2,49313E+16;-1,74009E+15;-6,39078E+14;3,20197E+16;8,74616E+14;1,45511E+15;1,91415E+16;2,13778E+15;2,07313E+15;1,7402E+16;1,22555E+16;6,59926E+15;1,85639E+16;-7,85326E+15;-6,63481E+15;2,1969E+16;7,08792E+15;1,27892E+16;1,78648E+16;2,10173E+15;2,14144E+16;1,89072E+16;1,40844E+16;8,14224E+14;2,59585E+14;-1,10056E+16;-1,93257E+16;3,94703E+15;5,35365E+15;1,17033E+14;1,77925E+14;2,19851E+16;2,31001E+16;2,07473E+16;1,54625E+16;8,59586E+15;1,9722E+16;-2,59263E+16;-3,79224E+16;-1,20779E+15;4,54696E+15;1,19635E+15;1,90315E+15;2,3785E+16;2,48541E+16;2,18637E+15;1,5565E+16;7,65036E+16;2,98929E+16;-4,42734E+15;-5,16728E+16;-1,65744E+16;5,17514E+15;1,34566E+16
-4,0787E+16;-5,93061E+16;-4,76394E+15;-9,00247E+15;4,65149E+15;1,04544E+16;1,50018E+16;1,70936E+16;1,61448E+16;1,23525E+16;6,67043E+15;5,83806E+15;-4,27201E+15;-6,55547E+16;-5,60242E+15;-1,63241E+16;4,29352E+15;1,05612E+16;1,54572E+16;1,76528E+16;1,65734E+16;1,25457E+16;6,68666E+15;5,78834E+15;-4,16693E+15;-6,33425E+15;-5,40069E+15;-1,64791E+15;3,93072E+15;9,89047E+14;1,46972E+16;1,71075E+16;1,6482E+16;1,29586E+15;7,43626E+14;1,36222E+16;-3,63822E+16;-6,19893E+15;-5,59908E+16;-1,9819E+16;3,66831E+15;9,79467E+14;1,47077E+16;1,70659E+16;1,62523E+16;1,25353E+16;6,97239E+15;1,09683E+15;-3,51423E+16;-5,66123E+14;-4,82241E+15;-1,26428E+16;4,05057E+15;9,72222E+15;1,42697E+16;1,65012E+15;1,58145E+16;1,236E+16;7,02001E+15;1,20003E+16;-3,5292E+16;-5,85443E+16;-5,09365E+15;-1,40907E+16;4,21458E+15;1,02328E+16;1,49751E+16;1,71226E+15;1,60845E+16;1,21602E+16;6,44194E+14;4,95865E+16;-4,07879E+15;-6,08038E+16;-5,00969E+15;-1,1774E+16;4,39842E+15;1,02653E+16;1,49054E+16;1,71129E+15;1,62946E+16;1,26269E+16;7,0284E+15;9,45007E+15;-4,01204E+15;-6,49137E+15;-5,7793E+15;-2,01927E+15;3,80206E+14;1,01121E+16
2,2824E+16;2,43998E+15;2,06696E+14;1,97992E+16;2,37255E+16;2,21386E+16;2,46121E+16;2,5483E+15;2,10322E+15;2,27419E+16;2,15644E+16;2,04517E+16;2,4943E+15;2,30984E+15;2,3079E+16;2,46316E+16;2,043E+16;2,22234E+16;2,31721E+16;2,10147E+16;2,47033E+15;2,32083E+16;2,15885E+16;2,43291E+16;2,11793E+15;2,20547E+16;2,40921E+16;2,09098E+16;2,35653E+15;2,35324E+16;2,1187E+15;2,44931E+15;2,22075E+15;2,12682E+16;2,38927E+16;2,08148E+16;2,27818E+15;2,4614E+15;2,16133E+16;2,40927E+16;2,24561E+16;1,99458E+16;2,34142E+16;2,17684E+16;2,29088E+16;2,57325E+15;2,17267E+16;2,24402E+15;2,20362E+16;1,92726E+15;2,37348E+16;2,38398E+16;2,31986E+16;2,55613E+14;2,08644E+15;2,01898E+16;2,21177E+16;2,03352E+16;2,48613E+16;2,5748E+16;2,24076E+15;2,35978E+15;1,97405E+15;1,89736E+16;2,36301E+16;2,28434E+16;2,54983E+15;2,59038E+15;2,02472E+15;2,09391E+15;1,99189E+15;1,99275E+16;2,60488E+15;2,509E+16;2,42262E+16;2,39487E+15;1,80228E+16;1,95392E+14;2,22676E+15;2,24832E+15;2,75298E+16;2,53233E+16;2,10285E+16;2,13088E+16;1,77172E+15;2,0522E+15;2,58435E+16;2,46388E+16;2,64185E+15;2,33438E+15
1,43481E+16;-9,13499E+15;8,33551E+14;4,16633E+15;1,0241E+16;1,66704E+16;2,17171E+16;2,40146E+16;2,29394E+16;1,87814E+16;1,26654E+14;6,24518E+15;1,25435E+16;-9,63633E+15;1,82649E+15;4,37596E+15;1,04802E+16;1,68506E+16;2,17775E+16;2,39457E+15;2,27828E+15;1,86086E+16;1,25448E+16;6,21297E+15;1,30215E+15;-8,79682E+15;2,48568E+16;4,38792E+15;1,04386E+16;1,67905E+16;2,17496E+15;2,39873E+16;2,28953E+16;1,87519E+16;1,26529E+15;6,22432E+15;1,19011E+16;-1,08956E+16;1,27722E+16;4,21718E+15;1,04053E+16;1,69171E+16;2,19964E+16;2,42671E+16;2,31072E+16;1,88213E+16;1,25601E+16;6,01067E+15;9,38874E+15;-1,28821E+16;-7,18794E+15;4,25801E+16;1,05345E+15;1,70705E+15;2,21141E+15;2,43182E+16;2,30992E+16;1,87891E+15;1,25426E+16;6,02659E+15;9,75751E+15;-1,26764E+16;-1,07807E+16;4,14817E+15;1,03723E+16;1,69137E+16;2,20341E+16;2,43681E+15;2,32854E+16;1,90613E+16;1,28088E+15;6,18716E+16;9,6344E+15;-1,45842E+15;-4,16014E+16;3,82843E+16;1,01517E+16;1,68654E+15;2,21676E+16;2,46275E+16;2,35745E+16;1,92823E+16;1,28987E+15;6,13746E+15;8,16047E+15;-1,63537E+16;-5,59744E+15;3,75085E+16;1,01361E+16;1,68823E+16
1,2725E+16;1,37315E+16;1,64231E+16;2,01353E+16;2,41705E+16;2,74196E+16;2,86686E+15;2,75022E+16;2,45417E+16;2,07324E+16;1,68433E+15;1,37473E+16;1,25299E+16;1,37764E+16;1,69706E+16;2,0953E+16;2,47471E+16;2,76204E+16;2,87323E+16;2,74507E+15;2,40997E+16;1,99126E+16;1,61306E+16;1,34983E+16;1,25866E+16;1,3914E+16;1,73361E+16;2,17014E+15;2,555E+16;2,79798E+16;2,86133E+16;2,71764E+16;2,37412E+16;1,92711E+16;1,53156E+16;1,30115E+16;1,26873E+16;1,43253E+15;1,77688E+16;2,22531E+16;2,62989E+16;2,85584E+16;2,85999E+15;2,66776E+15;2,31755E+15;1,8747E+16;1,46791E+16;1,24147E+15;1,25847E+16;1,48327E+16;1,84791E+16;2,28307E+15;2,6828E+15;2,90921E+16;2,87942E+15;2,62367E+15;2,23609E+16;1,80501E+15;1,42037E+16;1,19997E+16;1,2366E+16;1,51674E+16;1,93223E+16;2,36695E+16;2,73291E+15;2,93815E+16;2,8955E+15;2,5996E+16;2,15685E+16;1,70996E+14;1,36052E+16;1,17917E+15;1,23266E+16;1,53732E+16;2,00136E+16;2,4661E+16;2,80584E+16;2,95847E+16;2,88547E+15;2,57436E+16;2,09786E+16;1,61494E+16;1,27642E+16;1,1517E+16;1,25323E+16;1,57421E+15;2,0552E+16;2,55104E+15;2,89468E+16;2,99747E+16
-6,3249E+15;-2,479E+16;-1,41887E+15;5,78122E+15;1,37279E+16;2,1586E+16;2,72579E+16;2,92222E+14;2,69429E+16;2,10152E+15;1,30089E+16;5,05058E+15;-7,44507E+15;-2,83757E+16;-6,78012E+15;5,14931E+15;1,30809E+16;2,09936E+16;2,67739E+16;2,88839E+16;2,67736E+16;2,10268E+15;1,32035E+16;5,4191E+16;-2,2557E+16;-2,20983E+16;-3,09465E+15;5,79208E+15;1,36022E+16;2,13071E+16;2,68121E+16;2,86144E+15;2,62106E+16;2,02354E+16;1,22934E+16;4,52883E+15;-9,51656E+15;-2,64798E+15;-7,4022E+15;6,10684E+15;1,42553E+16;2,21932E+16;2,77869E+16;2,9521E+15;2,69078E+15;2,06222E+16;1,23251E+16;4,22081E+15;-1,53093E+16;-3,39366E+16;-8,6641E+15;5,38073E+15;1,36845E+16;2,18329E+16;2,76565E+16;2,96093E+16;2,71823E+16;2,10391E+16;1,28369E+15;4,78093E+15;-9,67844E+14;-2,87353E+16;-4,37393E+15;5,66891E+15;1,37852E+16;2,17108E+15;2,72986E+14;2,90341E+16;2,64455E+15;2,02317E+16;1,2075E+16;4,18802E+15;-1,28351E+15;-2,84121E+15;-4,11459E+15;6,38257E+15;1,47118E+16;2,27044E+15;2,81973E+16;2,969E+16;2,67518E+16;2,01424E+16;1,16128E+16;3,43809E+16;-2,1911E+16;-3,75712E+15;-8,24483E+15;5,84022E+16;1,44707E+16;2,27717E+15
7,38015E+15;5,85339E+15;6,70622E+15;9,78102E+15;1,46559E+16;2,05308E+16;2,61562E+16;2,99852E+16;3,06109E+16;2,7359E+16;2,07552E+16;1,25792E+16;5,38132E+14;1,59516E+16;2,59916E+16;8,14117E+15;1,63966E+15;2,46497E+16;3,03073E+15;3,18099E+16;2,9075E+16;2,33384E+15;1,65385E+16;1,05692E+16;6,7314E+15;5,55222E+15;6,9269E+16;1,03845E+16;1,52722E+16;2,0776E+16;2,5859E+15;2,92927E+16;2,99107E+15;2,70615E+14;2,10572E+15;1,33452E+15;6,21067E+15;2,03991E+15;2,4118E+16;7,41356E+15;1,55117E+16;2,40729E+15;3,03321E+16;3,24011E+15;2,9894E+16;2,3936E+16;1,66051E+15;1,01024E+15;6,02793E+15;5,03128E+15;6,88742E+16;1,08348E+15;1,59292E+15;2,12327E+15;2,58245E+16;2,8765E+16;2,91841E+16;2,65608E+16;2,10941E+16;1,39341E+16;7,05117E+15;2,678E+16;2,49093E+16;6,87514E+15;1,4632E+16;2,33142E+15;3,00909E+16;3,27923E+15;3,06919E+16;2,4703E+16;1,69357E+16;9,84479E+15;5,36057E+15;4,35325E+15;6,58678E+15;1,1068E+15;1,6536E+16;2,18347E+15;2,60483E+16;2,84624E+16;2,85216E+15;2,59268E+15;2,08754E+15;1,42896E+16;7,81266E+15;3,43642E+15;2,82197E+16;6,57799E+15;1,38466E+16;2,24496E+15
1,59819E+16;1,31991E+16;1,04817E+16;8,59114E+15;8,06917E+15;9,081E+15;1,13626E+16;1,42895E+15;1,70491E+16;1,88689E+15;1,92346E+16;1,8037E+16;1,56049E+16;1,26136E+16;9,89479E+15;8,20366E+15;8,00675E+15;9,35284E+15;1,18618E+16;1,48336E+16;1,74464E+16;1,8985E+16;1,90386E+15;1,7609E+16;1,51047E+16;1,22216E+16;9,74824E+15;8,34829E+14;8,38315E+15;9,8201E+15;1,22496E+16;1,50039E+16;1,73416E+16;1,86475E+16;1,85931E+15;1,72167E+16;1,49053E+16;1,22837E+16;1,00464E+16;8,7738E+15;8,78427E+15;1,00564E+16;1,22412E+16;1,47581E+16;1,69484E+15;1,82457E+15;1,83207E+15;1,7163E+16;1,50812E+16;1,26213E+16;1,04253E+15;9,06511E+15;8,89533E+15;9,96076E+15;1,1984E+14;1,44358E+16;1,66723E+16;1,81023E+16;1,83438E+16;1,73266E+16;1,53144E+16;1,28381E+16;1,05568E+16;9,08259E+15;8,81558E+15;9,83337E+15;1,1867E+16;1,43707E+16;1,66683E+15;1,81367E+15;1,83764E+16;1,73228E+16;1,52641E+16;1,27636E+16;1,05043E+16;9,10043E+15;8,92864E+15;1,00251E+16;1,2078E+16;1,45168E+16;1,66726E+16;1,79637E+15;1,80544E+16;1,69433E+16;1,49566E+16;1,2651E+16;1,0656E+16;9,49943E+15;9,46716E+15;1,0533E+16
4,76725E+16;2,99307E+16;5,0147E+15;1,02968E+13;1,7415E+15;2,44405E+16;2,94643E+15;3,11176E+14;2,89454E+16;2,35323E+15;1,63441E+16;9,32995E+14;4,39216E+15;2,86892E+15;5,17137E+15;1,06729E+16;1,78811E+15;2,48439E+16;2,96795E+16;3,1086E+15;2,86913E+16;2,31508E+16;1,59662E+15;9,07746E+15;4,33769E+15;3,01495E+16;5,45374E+16;1,09868E+16;1,81193E+16;2,49335E+16;2,96048E+16;3,08897E+15;2,84551E+16;2,29634E+16;1,58907E+16;9,12971E+15;4,48388E+15;3,18732E+15;5,5788E+14;1,10146E+16;1,80424E+16;2,47894E+15;2,94596E+16;3,08111E+16;2,84841E+16;2,30964E+15;1,60788E+15;9,29662E+15;4,55505E+15;3,12049E+16;5,38336E+15;1,07521E+16;1,7807E+16;2,46742E+15;2,95216E+15;3,10465E+16;2,88252E+16;2,34308E+16;1,62871E+15;9,29463E+15;4,32616E+14;2,72611E+15;4,94648E+14;1,04184E+16;1,7696E+16;2,48367E+16;2,99189E+16;3,1559E+16;2,92889E+16;2,36905E+16;1,62487E+16;8,95876E+15;3,79131E+16;2,15941E+15;4,53068E+15;1,02922E+16;1,79076E+15;2,53257E+15;3,0534E+15;3,21055E+15;2,9591E+15;2,36489E+16;1,58731E+16;8,366E+15;3,16837E+15;1,70354E+15;4,38608E+15;1,05038E+16;1,84069E+15;2,59535E+16
2,25561E+16;2,06269E+16;1,98979E+16;2,05391E+14;2,23402E+15;2,47814E+16;2,71849E+16;2,89048E+16;2,95009E+13;2,8849E+16;2,71616E+16;2,49182E+16;2,27268E+16;2,11589E+14;2,06022E+16;2,11675E+16;2,26732E+16;2,47037E+16;2,67254E+16;2,82261E+16;2,88414E+16;2,84398E+16;2,71457E+16;2,53008E+16;2,33737E+16;2,1844E+15;2,10857E+16;2,12804E+16;2,23756E+16;2,40989E+16;2,60241E+16;2,76727E+16;2,86291E+15;2,86432E+16;2,76949E+15;2,60052E+16;2,39885E+16;2,21549E+16;2,0984E+16;2,08005E+15;2,16835E+16;2,34348E+16;2,56191E+16;2,76682E+15;2,90278E+15;2,93075E+16;2,83945E+16;2,64968E+15;2,41003E+16;2,18467E+16;2,03614E+16;2,00789E+16;2,11138E+15;2,32163E+15;2,58297E+15;2,82372E+16;2,97593E+16;2,99476E+16;2,87195E+16;2,63908E+16;2,35965E+16;2,11168E+16;1,96572E+16;1,96459E+16;2,11056E+15;2,36409E+16;2,6545E+15;2,89987E+16;3,03035E+15;3,0083E+16;2,83931E+16;2,57084E+15;2,27882E+16;2,04591E+15;1,9379E+14;1,9849E+15;2,17285E+16;2,44773E+16;2,73128E+15;2,94346E+16;3,02535E+15;2,95557E+15;2,75593E+16;2,48453E+16;2,21866E+16;2,03261E+16;1,97668E+15;2,06356E+15;2,26565E+16;2,52389E+15
-6,87893E+15;-9,46008E+15;-7,34077E+14;-1,14768E+16;7,38319E+15;1,58979E+16;2,20791E+16;2,42793E+13;2,19603E+16;1,58195E+15;7,57784E+15;-5,0799E+14;-6,26675E+15;-8,19667E+13;-5,8541E+15;5,25227E+16;7,8801E+15;1,55121E+16;2,09327E+15;2,27572E+14;2,05807E+15;1,50574E+16;7,70145E+15;4,68921E+16;-4,76154E+15;-6,67225E+15;-4,83118E+15;2,19573E+16;7,12587E+15;1,4085E+16;1,93128E+16;2,14944E+16;2,01076E+15;1,55413E+16;8,98522E+15;2,12227E+15;-3,29737E+16;-5,89528E+15;-5,009E+15;-8,58045E+15;5,50904E+15;1,24741E+16;1,82534E+16;2,13472E+15;2,09255E+15;1,70503E+15;1,06765E+16;3,42417E+14;-2,82582E+15;-6,41455E+15;-6,3443E+15;-2,55813E+15;4,01913E+15;1,16983E+16;1,84535E+16;2,24546E+16;2,25642E+15;1,86648E+15;1,17203E+16;3,54508E+15;-3,66648E+15;-7,92929E+15;-8,01768E+15;-3,8222E+15;3,59185E+16;1,22499E+16;1,97932E+16;2,41244E+14;2,39953E+16;1,93716E+16;1,1465E+16;2,41829E+16;-5,27765E+15;-9,47405E+15;-8,96966E+15;-3,85884E+16;4,47985E+14;1,37562E+16;2,14014E+16;2,52846E+16;2,43122E+16;1,87389E+16;1,01015E+16;7,92172E+15;-6,6092E+15;-1,00555E+16;-8,6029E+15;-2,67048E+16;6,08201E+15;1,5223E+16
2,23689E+16;2,51929E+16;2,67374E+15;2,63992E+16;2,42172E+15;2,08825E+16;1,75189E+15;1,53012E+16;1,50438E+16;1,69029E+14;2,03014E+16;2,41085E+16;2,7019E+16;2,80032E+16;2,66718E+15;2,3427E+15;1,93407E+16;1,57979E+16;1,40242E+16;1,46595E+16;1,75268E+15;2,16806E+16;2,57202E+16;2,82662E+16;2,8434E+16;2,61433E+15;2,21533E+16;1,78098E+15;1,45876E+15;1,35869E+15;1,51541E+16;1,87612E+16;2,31838E+16;2,69198E+16;2,87026E+16;2,79342E+16;2,4888E+15;2,06122E+15;1,65676E+16;1,41255E+16;1,40994E+16;1,64707E+14;2,04032E+16;2,45377E+16;2,74638E+16;2,82047E+16;2,6546E+16;2,30988E+16;1,90761E+16;1,5866E+16;1,45496E+16;1,5534E+16;1,84248E+16;2,21785E+16;2,54782E+15;2,71965E+16;2,67836E+15;2,44456E+16;2,1054E+16;1,78249E+16;1,58833E+16;1,58694E+16;1,77254E+16;2,07337E+16;2,37886E+15;2,57998E+16;2,60817E+16;2,45889E+16;2,19167E+13;1,90712E+15;1,70951E+16;1,6688E+16;1,7958E+16;2,03938E+14;2,30631E+14;2,49638E+16;2,53955E+16;2,42159E+16;2,18888E+16;1,93062E+16;1,74529E+16;1,70367E+15;1,82225E+16;2,05681E+16;2,31876E+16;2,50809E+15;2,55095E+14;2,4278E+16;2,18164E+16;1,90301E+16
1,24133E+16;-1,95896E+16;-1,40196E+15;2,77981E+16;9,48465E+15;1,69326E+16;2,31393E+15;2,64458E+15;2,59633E+15;2,18124E+16;1,50925E+15;7,59012E+15;1,30217E+16;-2,09672E+15;-1,70117E+15;2,38361E+16;9,0703E+15;1,65801E+16;2,29172E+16;2,64004E+15;2,61101E+16;2,21304E+14;1,55249E+16;8,05071E+14;1,69017E+16;-1,87596E+16;-1,71303E+16;2,12288E+16;8,60405E+15;1,60075E+14;2,2374E+15;2,60271E+15;2,60147E+16;2,23566E+16;1,60342E+16;8,72635E+15;2,36286E+16;-1,38509E+15;-1,54378E+16;1,91078E+15;8,05183E+14;1,5251E+16;2,16101E+16;2,54618E+16;2,58059E+16;2,25689E+16;1,66182E+15;9,52969E+15;3,17074E+15;-7,91388E+15;-1,32608E+16;1,69289E+16;7,45804E+16;1,44437E+16;2,08093E+16;2,48834E+15;2,56024E+16;2,27879E+16;1,71912E+15;1,02936E+16;3,91516E+16;-2,64854E+16;-1,14969E+16;1,48683E+16;6,94182E+15;1,37696E+16;2,01639E+16;2,44347E+16;2,54554E+15;2,296E+14;1,76139E+16;1,08375E+16;4,43011E+15;9,2469E+15;-1,02469E+14;1,37309E+16;6,64513E+15;1,33854E+15;1,97967E+16;2,41693E+16;2,53376E+16;2,29916E+16;1,77608E+16;1,10466E+15;4,64712E+15;2,76442E+15;-8,95692E+15;1,44218E+16;6,65911E+15;1,3351E+16
5,17712E+15;2,90657E+15;4,36439E+15;9,1655E+15;1,60279E+16;2,3115E+16;2,85271E+16;3,08106E+16;2,93487E+14;2,45275E+16;1,76345E+16;1,05147E+16;5,0764E+15;2,78035E+16;4,24682E+15;9,08828E+15;1,60117E+15;2,31641E+16;2,86279E+16;3,09359E+16;2,94644E+16;2,46025E+15;1,76487E+16;1,04643E+16;4,97546E+15;2,65622E+16;4,13312E+14;9,01569E+14;1,59997E+16;2,32156E+16;2,87289E+16;3,10588E+15;2,95759E+16;2,46725E+16;1,76584E+15;1,04115E+16;4,87451E+15;2,53469E+16;4,02397E+15;8,94839E+15;1,59923E+15;2,32698E+16;2,88298E+16;3,11788E+16;2,96826E+16;2,47369E+14;1,76634E+16;1,03559E+15;4,77374E+16;2,41625E+15;3,92001E+16;8,88702E+15;1,59899E+16;2,33268E+16;2,89304E+16;3,12955E+14;2,97837E+16;2,47951E+15;1,76631E+16;1,02975E+16;4,67334E+15;2,30134E+16;3,82187E+15;8,83219E+15;1,59931E+15;2,33868E+15;2,90306E+16;3,14085E+16;2,98787E+16;2,48464E+16;1,7657E+16;1,02359E+16;4,57342E+15;2,19039E+15;3,73013E+14;8,78451E+15;1,60022E+15;2,34499E+16;2,91302E+16;3,15173E+15;2,9967E+16;2,48903E+15;1,76447E+15;1,01712E+16;4,4741E+15;2,08378E+16;3,64534E+16;8,74454E+15;1,60177E+15;2,35163E+16
1,44065E+15;1,11791E+16;1,08572E+16;1,35487E+16;1,8549E+15;2,45242E+16;2,98673E+16;3,31301E+15;3,34166E+13;3,06297E+16;2,55032E+16;1,94093E+16;1,39914E+16;1,07203E+16;1,04946E+16;1,33929E+15;1,86471E+16;2,4846E+16;3,03141E+16;3,3565E+14;3,37064E+15;3,06855E+16;2,53078E+16;1,90226E+16;1,35321E+16;1,03297E+16;1,0293E+16;1,34429E+15;1,89339E+16;2,52819E+16;3,07649E+15;3,38915E+15;3,3807E+16;3,0528E+15;2,49396E+14;1,85565E+15;1,31119E+16;1,00859E+16;1,03027E+16;1,37049E+16;1,93692E+15;2,57568E+15;3,11324E+16;3,40364E+15;3,3682E+14;3,01689E+16;2,44552E+16;1,80959E+16;1,28183E+16;1,00528E+16;1,05437E+16;1,4149E+15;1,98814E+16;2,61791E+16;3,13325E+16;3,39488E+15;3,33293E+15;2,96563E+15;2,39389E+15;1,77356E+15;1,27283E+16;1,02655E+16;1,09986E+15;1,47097E+16;2,03766E+16;2,64547E+16;3,12994E+16;3,36116E+16;3,27865E+15;2,90712E+16;2,34908E+16;1,7565E+16;1,28929E+16;1,07209E+15;1,16104E+15;1,52931E+16;2,07521E+16;2,65033E+16;3,10001E+16;3,30496E+16;3,21287E+15;2,85171E+16;2,32117E+14;1,76511E+16;1,33246E+16;1,13729E+16;1,22879E+16;1,579E+16;2,09139E+16;2,62749E+16
7,25931E+16;5,06208E+13;4,93515E+15;6,93817E+15;1,04413E+16;1,4323E+16;1,73296E+15;1,84797E+16;1,73849E+16;1,43809E+16;1,04243E+16;6,7884E+16;4,65323E+15;4,72239E+15;6,99133E+15;1,07431E+16;1,47746E+16;1,77831E+15;1,87864E+16;1,74443E+16;1,41733E+16;1,00178E+16;6,31615E+15;4,27006E+15;4,55394E+15;7,09287E+15;1,10813E+16;1,52388E+16;1,82209E+16;1,90543E+16;1,74544E+16;1,39224E+15;9,58797E+15;5,84847E+15;3,91787E+16;4,43275E+15;7,24242E+15;1,14526E+16;1,57099E+16;1,86373E+15;1,92795E+16;1,74145E+16;1,36305E+16;9,13993E+15;5,39132E+15;3,6016E+15;4,3611E+15;7,43883E+15;1,18525E+16;1,61821E+16;1,90268E+15;1,94584E+16;1,73243E+15;1,33008E+16;8,67907E+15;4,95062E+15;3,32571E+16;4,34052E+15;7,68022E+15;1,22765E+16;1,66494E+16;1,9384E+16;1,95883E+16;1,71842E+16;1,2937E+16;8,2111E+15;4,53218E+15;3,09418E+16;4,37184E+15;7,96395E+15;1,27193E+16;1,71058E+16;1,9704E+16;1,96669E+16;1,69958E+16;1,25435E+15;7,74198E+16;4,14155E+15;2,91034E+15;4,45506E+15;8,28672E+15;1,31754E+16;1,75453E+16;1,99825E+15;1,9693E+14;1,6761E+15;1,21252E+16;7,27774E+15;3,78398E+16;2,77689E+16
9,095E+15;-1,7796E+16;-1,56991E+16;1,48229E+15;6,56553E+15;1,23287E+16;1,72401E+16;1,99941E+16;1,98585E+15;1,68689E+15;1,18196E+16;6,0528E+14;1,10173E+15;-1,71653E+15;-1,65154E+16;1,28067E+16;6,30144E+16;1,2076E+15;1,70683E+15;1,99493E+16;1,99508E+16;1,70705E+15;1,2073E+15;6,28716E+15;1,25292E+16;-1,6885E+16;-1,75194E+16;1,08209E+16;6,06132E+15;1,18613E+16;1,69373E+16;1,99362E+16;2,00564E+16;1,72631E+15;1,22976E+16;6,48147E+15;1,36451E+16;-1,68803E+14;-1,85972E+16;8,98493E+15;5,85421E+15;1,16879E+15;1,6844E+15;1,99459E+16;2,01634E+16;1,7435E+16;1,24856E+16;6,63386E+15;1,44111E+15;-1,70533E+16;-1,96282E+16;7,40732E+15;5,68659E+15;1,15561E+16;1,67822E+16;1,99679E+16;2,02596E+16;1,75763E+16;1,2632E+16;6,74574E+15;1,49019E+15;-1,72907E+16;-2,04933E+16;6,17826E+15;5,56197E+15;1,1463E+15;1,67434E+16;1,99904E+16;2,03337E+16;1,76792E+16;1,27348E+16;6,82172E+15;1,52149E+16;-1,7472E+16;-2,10839E+16;5,36273E+15;5,48058E+15;1,14023E+16;1,67168E+16;2,00012E+16;2,03755E+16;1,77385E+15;1,27955E+16;6,86923E+15;1,54635E+15;-1,74782E+16;-2,13098E+15;4,99582E+16;5,43941E+15;1,13655E+16
2,14573E+15;-6,61083E+14;-1,15699E+16;7,80908E+15;4,62031E+16;9,31908E+15;1,36072E+16;1,63291E+15;1,6755E+16;1,4776E+16;1,09326E+16;6,26755E+14;2,044E+15;-5,9565E+15;-9,38106E+14;1,10846E+16;4,9897E+16;9,6547E+14;1,38398E+16;1,64098E+16;1,66653E+16;1,45319E+16;1,05823E+16;5,88204E+15;1,70317E+16;-8,19273E+15;-9,94592E+15;1,23533E+15;5,27789E+15;1,00473E+16;1,42557E+16;1,67603E+16;1,68726E+16;1,45467E+16;1,03951E+15;5,52729E+15;1,25316E+15;-1,26865E+15;-1,34412E+16;1,06633E+16;5,33284E+16;1,03212E+16;1,46944E+15;1,72709E+16;1,73426E+16;1,48692E+16;1,04929E+16;5,37142E+15;8,71527E+15;-1,79603E+16;-1,90156E+16;6,04786E+15;5,07492E+15;1,03311E+15;1,49767E+16;1,77677E+16;1,79456E+16;1,54426E+16;1,09045E+16;5,52344E+15;7,23494E+15;-2,21622E+16;-2,50267E+16;-4,24052E+15;4,52971E+15;1,00151E+16;1,49665E+16;1,80704E+15;1,84962E+15;1,61179E+16;1,15506E+15;5,99105E+15;9,02792E+15;-2,36977E+16;-2,9572E+15;-6,96187E+15;3,82541E+16;9,42196E+15;1,46218E+16;1,80553E+16;1,8816E+16;1,67009E+15;1,22641E+15;6,67175E+15;1,39431E+15;-2,18065E+16;-3,11437E+16;-1,16401E+16;3,1539E+16;8,70045E+15
